1.942981199999999831e+01,1.232604199999999928e+01,1.405810499999999941e+01,nan,9.663176999999999239e+00,1.078640299999999996e+01,1.209137899999999988e+01,9.290217999999999421e+00,8.010827000000000808e+00,8.401118000000000308e+00,9.067197999999999425e+00,7.596765000000000434e+00,7.682039999999999758e+00,nan,6.759769000000000361e+00,7.328015999999999863e+00,nan,nan,nan,1.085384799999999927e+01,7.935603000000000407e+00,8.128073999999999799e+00,nan,6.068869000000000291e+00,nan,nan,6.284870999999999874e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.925723999999999769e+00,nan,8.511082000000000036e+00,8.830705999999999278e+00,8.328459000000000501e+00,8.551667999999999381e+00,7.967661999999999800e+00,8.708726000000000411e+00,nan,6.798632999999999704e+00,7.982577000000000034e+00,nan,8.522880999999999929e+00,1.430230899999999927e+01,nan,nan,nan,nan,nan,7.875181000000000431e+00,7.298464000000000063e+00,9.341248999999999469e+00,9.050034999999999386e+00,nan,nan,nan,6.802017000000000202e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.794532999999999490e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.393133999999999872e+00,nan,nan,nan,nan,nan,nan,nan,nan
1.246106799999999915e+01,1.589591599999999971e+01,1.294716500000000003e+01,nan,9.977921000000000262e+00,9.875223000000000084e+00,9.512473999999999208e+00,7.445123999999999853e+00,9.570862999999999232e+00,9.626611999999999725e+00,7.661635000000000417e+00,6.917653999999999748e+00,nan,nan,7.101416000000000395e+00,6.763614999999999711e+00,nan,nan,nan,9.081490999999999758e+00,6.731093999999999689e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.489967000000000041e+00,nan,nan,7.199316999999999744e+00,7.141459000000000223e+00,8.475844000000000378e+00,7.725189999999999557e+00,8.199517000000000166e+00,nan,6.595474000000000281e+00,7.883332000000000228e+00,nan,9.439754000000000644e+00,9.183764000000000038e+00,nan,nan,nan,nan,nan,6.669895000000000351e+00,nan,nan,1.049167800000000028e+01,nan,nan,7.055299999999999905e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.387262699999999960e+01,1.204931400000000075e+01,1.877809900000000098e+01,nan,7.857217999999999591e+00,7.885145999999999766e+00,1.303519299999999959e+01,8.454116000000000852e+00,8.910999999999999588e+00,9.219723000000000113e+00,7.548102000000000089e+00,6.834598999999999869e+00,nan,nan,6.486989000000000338e+00,8.929707999999999757e+00,nan,nan,nan,7.822667000000000037e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.086971000000000132e+00,7.746027999999999913e+00,nan,7.247061999999999671e+00,7.913599999999999746e+00,nan,5.958806000000000047e+00,8.209334000000000131e+00,nan,nan,nan,nan,nan,7.193623999999999796e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.390981000000000023e+00,9.716792999999999125e+00,8.537561999999999429e+00,nan,1.220235899999999951e+01,9.295999000000000123e+00,7.616543000000000063e+00,nan,7.844497999999999749e+00,9.009722000000000008e+00,1.069663500000000056e+01,7.650352999999999959e+00,nan,nan,nan,nan,nan,nan,nan,1.017473299999999981e+01,8.513992000000000004e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.019101399999999913e+01,nan,nan,8.233453000000000799e+00,nan,nan,7.830743000000000009e+00,nan,nan,7.026653999999999733e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.085283999999999693e+00,nan,nan,nan,nan,nan,7.396080999999999683e+00,nan,nan,nan,nan,nan,nan,nan,nan,8.678442000000000434e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.077361499999999950e+01,1.012353899999999918e+01,9.201793000000000333e+00,nan,1.068443199999999926e+01,1.136361699999999963e+01,7.984928000000000026e+00,nan,7.795410000000000394e+00,9.344179999999999708e+00,8.969829000000000718e+00,7.855128999999999806e+00,nan,nan,nan,nan,nan,nan,nan,9.136488999999999194e+00,8.021981999999999502e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.733653999999999584e+00,nan,9.594906999999999186e+00,9.349755000000000038e+00,9.573999000000000592e+00,1.033190399999999975e+01,7.764084000000000430e+00,1.069359099999999962e+01,nan,7.417214999999999669e+00,1.096890800000000077e+01,nan,nan,8.219661999999999580e+00,nan,nan,nan,nan,nan,8.566926999999999737e+00,8.843583000000000638e+00,nan,7.602669999999999817e+00,nan,nan,nan,1.360939199999999971e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.980565999999999605e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.054746199999999945e+01,9.140409999999999258e+00,1.213958900000000085e+01,nan,6.752680999999999933e+00,7.107141999999999626e+00,1.620445399999999836e+01,1.171289999999999942e+01,9.189735999999999905e+00,8.451822999999999197e+00,7.606405999999999779e+00,7.385591999999999935e+00,7.400456000000000145e+00,6.349842999999999904e+00,8.185017000000000209e+00,9.715312000000000836e+00,6.783027999999999835e+00,nan,nan,8.078986999999999696e+00,8.905970999999999194e+00,5.866240000000000343e+00,nan,7.049779000000000018e+00,nan,8.403916000000000608e+00,6.819035000000000402e+00,nan,nan,nan,7.623922000000000310e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.654823999999999629e+00,nan,6.909263000000000154e+00,6.646619000000000277e+00,6.246660000000000323e+00,6.957379999999999676e+00,6.722507000000000232e+00,6.888461999999999641e+00,8.282285999999999149e+00,6.717812999999999590e+00,7.490499999999999936e+00,nan,7.704184999999999839e+00,1.126009299999999946e+01,nan,nan,nan,nan,nan,6.762381999999999671e+00,6.009171000000000262e+00,nan,nan,nan,nan,nan,nan,8.414701000000000874e+00,7.863000000000000433e+00,6.059802999999999606e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.307604000000000433e+00,nan,nan,nan,nan,nan,nan,nan,nan
8.922183000000000419e+00,8.206543999999999173e+00,9.396746999999999517e+00,nan,6.867542000000000257e+00,6.903514000000000372e+00,1.266393399999999936e+01,1.883659700000000115e+01,8.832964000000000482e+00,7.497982999999999620e+00,7.368503999999999721e+00,7.654995999999999690e+00,8.350787000000000404e+00,7.300657000000000174e+00,8.851070999999999245e+00,1.363349799999999945e+01,7.346332999999999558e+00,6.155480999999999980e+00,nan,7.350494999999999557e+00,8.942016999999999882e+00,7.498001000000000360e+00,nan,9.720872999999999209e+00,7.999820999999999849e+00,8.617571999999999122e+00,8.628845000000000098e+00,nan,nan,nan,7.703778999999999932e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.858539999999999637e+00,nan,6.251409999999999911e+00,7.809801000000000215e+00,7.766218000000000288e+00,9.491384000000000043e+00,7.491028000000000020e+00,7.146630000000000038e+00,7.874285000000000423e+00,7.444153000000000020e+00,8.167141000000000872e+00,8.229328999999999894e+00,9.718996000000000635e+00,1.221403899999999965e+01,nan,nan,nan,nan,nan,7.587553999999999910e+00,6.319992000000000054e+00,nan,nan,nan,nan,nan,nan,7.539166999999999952e+00,7.974359999999999893e+00,nan,nan,nan,nan,nan,nan,nan,7.221904999999999575e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.043777000000000399e+00,nan,nan,nan,nan,nan,nan,nan,nan
7.199987000000000137e+00,7.532926999999999929e+00,7.915608999999999895e+00,nan,7.104500999999999955e+00,6.826976000000000155e+00,8.839968999999999966e+00,8.393435000000000201e+00,1.125754099999999980e+01,8.764416000000000651e+00,8.997999000000000080e+00,8.440834000000000614e+00,7.781460000000000043e+00,7.142673000000000272e+00,8.701009000000000881e+00,7.798691999999999958e+00,7.020040999999999976e+00,6.518727000000000160e+00,7.438013999999999903e+00,7.563926000000000371e+00,8.378247999999999251e+00,7.154500999999999777e+00,nan,6.760436999999999585e+00,7.458173999999999637e+00,7.712259999999999671e+00,7.559499999999999886e+00,nan,nan,nan,8.503541999999999490e+00,nan,nan,nan,7.975245000000000140e+00,nan,nan,nan,nan,nan,nan,nan,nan,9.055386000000000379e+00,nan,nan,nan,7.612156999999999840e+00,8.190963999999999245e+00,8.105396999999999963e+00,6.860702999999999996e+00,nan,7.734669000000000239e+00,8.104684000000000665e+00,nan,6.987000000000000099e+00,7.381168999999999869e+00,nan,nan,nan,nan,nan,nan,6.722338999999999842e+00,nan,nan,nan,nan,nan,nan,nan,nan,7.303781999999999996e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.652712000000000181e+00,7.659403000000000183e+00,9.022088999999999359e+00,nan,8.183856000000000464e+00,7.310837000000000252e+00,8.952942999999999429e+00,7.889129999999999754e+00,8.695819000000000187e+00,1.042860300000000073e+01,8.064600000000000435e+00,6.921440999999999732e+00,7.462655999999999956e+00,nan,7.870228000000000002e+00,8.210328000000000515e+00,nan,nan,nan,7.478500000000000369e+00,7.206293999999999755e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.004416600000000059e+01,nan,8.143658000000000285e+00,6.630595999999999712e+00,nan,9.329262999999999195e+00,8.784836999999999563e+00,nan,8.449835999999999459e+00,7.295310999999999879e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.918415000000000425e+00,nan,6.415236000000000161e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
